QTD_PACOTES,MED_ATRASO,TAX_MED_LEN_PKG,TAX_MED_LEN_PKG_POR_SEG,TAX_MED_LEN_PAYLOAD,TAX_MED_LEN_PAYLOAD_POR_SEG,TAX_PKG_POR_SEG,QTD_PKG_PERDIDOS
285,-0.0021852100104616397,64947.37028502942,524.1833333333333,58546.42623923116,474.78333333333336,0.95,0
249,-0.0016419274739951015,275904.2318622948,519.8633333333333,265003.95762360794,476.7033333333333,0.83,0
293,-0.001573463348805294,69418.55898228512,526.35,62661.736387845296,475.56333333333333,0.9766666666666667,0
279,-0.0019462245339561108,551244.684922057,514.3733333333333,511018.82879480487,466.0133333333333,0.93,0
244,-0.0017830260464402495,399848.3325518552,526.97,372345.32461875514,484.6766666666667,0.8133333333333334,0
230,-0.0020393330117930535,268250.9801383472,517.1333333333333,241925.45418124297,477.26666666666665,0.7666666666666667,0
265,-0.002780404180850623,176753.0636821195,526.3633333333333,159878.89160480516,480.43,0.8833333333333333,0
198,-0.0025615451311824296,36655.63132150818,507.4533333333333,33036.11593350931,473.1333333333333,0.66,0
286,-0.0017654987481924205,465375.6008051814,527.07,420199.7895998509,477.49666666666667,0.9533333333333334,0
286,-0.0019847087926797933,149582.77960556874,523.3466666666667,139510.61817494407,473.7733333333333,0.9533333333333334,0
278,-0.0020683000413633935,1117439.6204639806,524.15,1007947.8786827051,475.9633333333333,0.9266666666666666,0
280,-0.0013967462948390416,0.0,524.8833333333333,0.0,476.35,0.9333333333333333,0
297,-0.0020462037738324815,126537.9226502571,526.4933333333333,114096.42105012866,475.0133333333333,0.99,0
197,-0.0016612171521646721,391933.53978881927,498.01,355191.3361505825,463.86333333333334,0.6566666666666666,0
113,-0.0013107726004271381,1067761.8618530596,494.31,1019799.8196601875,474.72333333333336,0.37666666666666665,0
93,-0.0021679914125832178,2284574.0143362843,443.73,2205375.44850596,427.61,0.31,0
239,-0.0018802317615333462,4181030.0230653128,587.55,3839146.751358552,546.1233333333333,0.7966666666666666,0
270,-0.0017501610296743887,336083.0943500362,516.75,305585.7824262172,469.95,0.9,0
211,-0.0019883024749032694,119856.5328443106,519.8233333333334,110778.06938017502,483.25,0.7033333333333334,0
286,-0.0018887386455402509,199578.85483190985,526.7033333333334,181088.4909165369,477.13,0.9533333333333334,0
288,-0.0018478118711047703,424710.2610739311,523.62,383175.23716951744,473.7,0.96,0
276,-0.00141269918801128,0.0,524.5233333333333,0.0,476.68333333333334,0.92,0
283,-0.0017981883072600347,0.0,525.44,0.0,476.38666666666666,0.9433333333333334,0
288,-0.0015536977185143365,48608.217497111036,524.6933333333334,43834.83864946291,474.7733333333333,0.96,0
270,-0.0019349592703360099,14292.020051630223,523.0333333333333,13142.794435995964,476.23333333333335,0.9,0
290,-0.0020716683617953598,216257.2734838572,525.86,195126.85068635564,475.5933333333333,0.9666666666666667,0
280,-0.001532191038131714,452761.54712064436,525.2166666666667,408377.2331698104,476.68333333333334,0.9333333333333333,0
276,-0.0022556332574374433,98078.03121613314,522.7166666666667,89442.39881159508,474.87666666666667,0.92,0
255,-0.0020202272078570197,55896.647689008685,519.81,50468.91745958239,475.61,0.85,0
183,-0.0015837455707821038,642019.4071643576,446.30333333333334,578549.8079770068,414.5833333333333,0.61,0
142,-0.0019608165176821426,0.0,391.26,0.0,366.64666666666665,0.47333333333333333,0
