QTD_PACOTES,MED_ATRASO,TAX_MED_LEN_PKG,TAX_MED_LEN_PKG_POR_SEG,TAX_MED_LEN_PAYLOAD,TAX_MED_LEN_PAYLOAD_POR_SEG,TAX_PKG_POR_SEG,QTD_PKG_PERDIDOS
3546,-0.021052289062882975,0.0,1363.96,0.0,749.44,11.82,0
3511,-0.014627323297312103,0.0,1357.8633333333332,0.0,748.1966666666667,11.703333333333333,0
3523,-0.024160634784444027,0.0,1360.3833333333334,0.0,748.6766666666666,11.743333333333334,0
3527,-0.02016680633376197,0.0,1360.21,0.0,748.4366666666666,11.756666666666666,0
3525,-0.009780331334323747,0.0,1360.4,0.0,748.2133333333334,11.75,0
3547,-0.014152805805878469,0.0,1366.0233333333333,0.0,750.2366666666667,11.823333333333334,0
3550,-0.005712202569128762,42.69471326919124,1365.6,0.0,749.9333333333333,11.833333333333334,0
3588,-0.04850744961894874,0.0,1371.0433333333333,0.0,749.6033333333334,11.96,0
3519,-0.013805049900034335,0.0,1357.5366666666666,0.0,748.11,11.73,0
3550,-0.020005463412110236,0.0,1363.3133333333333,0.0,748.3933333333333,11.833333333333334,0
3530,-0.0522412368325944,7548.652170252114,1362.0166666666667,2701.292845552767,748.8566666666667,11.766666666666667,0
3554,-0.010436414800202774,0.0,1364.9433333333334,0.0,749.3833333333333,11.846666666666666,0
3517,-0.03205278091278814,0.0,1364.3733333333332,0.0,753.5866666666667,11.723333333333333,0
3564,-0.042517412725656255,6605.5618551102425,1366.4,5947.536536210371,749.5866666666667,11.88,0
3580,-0.028856342331657195,0.0,1368.2633333333333,0.0,748.3966666666666,11.933333333333334,0
3532,-0.022042361688235878,0.0,1360.6933333333334,0.0,748.44,11.773333333333333,0
3514,-0.02290761701478562,0.0,1359.6966666666667,0.0,749.9366666666666,11.713333333333333,0
3525,-0.016985027570251034,0.0,1362.64,0.0,750.88,11.75,0
3534,-0.007537424058379868,0.0,1365.1333333333334,0.0,751.08,11.78,0
3554,-0.07106037205635461,0.0,1366.8433333333332,0.0,751.6166666666667,11.846666666666666,0
3541,-0.014618127233596281,0.0,1363.5366666666666,0.0,748.8833333333333,11.803333333333333,0
3532,-0.04660973421984594,0.0,1364.34,0.0,750.9133333333333,11.773333333333333,0
3517,-0.019422026767898833,0.0,1353.6233333333332,0.0,745.2233333333334,11.723333333333333,0
3541,-0.02477679485589291,0.0,1367.0833333333333,0.0,751.4966666666667,11.803333333333333,0
3563,-0.007327921632097037,0.0,1370.9366666666667,0.0,752.43,11.876666666666667,0
3535,-0.010533206162729222,0.0,1363.6633333333334,0.0,750.1966666666667,11.783333333333333,0
3532,-0.03287216268336381,6328.383289928702,1361.0666666666666,4615.587068050411,747.9733333333334,11.773333333333333,0
3551,-0.00983956477166028,0.0,1362.33,0.0,749.1833333333333,11.836666666666666,0
3551,-0.01734139603045718,0.0,1362.0766666666666,0.0,747.69,11.836666666666666,0
3554,-0.01199097289888793,0.0,1362.6133333333332,0.0,748.5066666666667,11.846666666666666,0
2374,-0.00401149061214251,0.0,912.7833333333333,0.0,501.2366666666667,7.913333333333333,0
