QTD_PACOTES,MED_ATRASO,TAX_MED_LEN_PKG,TAX_MED_LEN_PKG_POR_SEG,TAX_MED_LEN_PAYLOAD,TAX_MED_LEN_PAYLOAD_POR_SEG,TAX_PKG_POR_SEG,QTD_PKG_PERDIDOS
293,-0.0013738467831660457,112438.48534086018,498.43333333333334,106285.75089560034,471.08666666666664,0.9766666666666667,0
292,-0.0015407188297951058,34416.2354199496,497.0466666666667,32533.508689164304,469.79333333333335,0.9733333333333334,0
292,-0.0014901953200771383,478654.4758466451,497.72,452448.2402943126,470.46666666666664,0.9733333333333334,0
292,-0.0014373831553001926,38278.38512855521,497.33,36182.69158858569,470.07666666666665,0.9733333333333334,0
292,-0.0013029093611730289,0.0,497.2633333333333,0.0,470.01,0.9733333333333334,0
292,-0.00143004933448687,31451.54756428591,497.37666666666667,29730.798178409317,470.12333333333333,0.9733333333333334,0
292,-0.001325826938838175,0.0,497.64,0.0,470.38666666666666,0.9733333333333334,0
292,-0.001261079148070453,873233.7476508048,496.8233333333333,825466.7340111261,469.57,0.9733333333333334,0
292,-0.0013632529402432376,0.0,497.7133333333333,0.0,470.46,0.9733333333333334,0
292,-0.001362530335988084,89694.59541055224,497.24,84779.82305928912,469.9866666666667,0.9733333333333334,0
292,-0.0012641818556067062,39345.20235402279,496.8933333333333,37179.61371200172,469.64,0.9733333333333334,0
292,-0.0013509898969571884,0.0,496.83,0.0,469.57666666666665,0.9733333333333334,0
292,-0.0013474617918876753,90785.6773435503,496.7966666666667,85797.56230564721,469.54333333333335,0.9733333333333334,0
292,-0.001376426383240582,0.0,496.5233333333333,0.0,469.27,0.9733333333333334,0
291,-0.0013166399755838401,0.0,496.00666666666666,0.0,468.8466666666667,0.97,0
292,-0.0026781224224665394,59656.7093052809,497.1533333333333,56392.21307022395,469.9,0.9733333333333334,0
292,-0.0014620815237907515,0.0,497.26,0.0,470.00666666666666,0.9733333333333334,0
291,-0.0014696080250428715,0.0,495.07,0.0,467.91,0.97,0
292,-0.0014119752465862117,167133.44379944933,497.4533333333333,157970.8579699288,470.2,0.9733333333333334,0
291,-0.0013053908790509724,0.0,495.21666666666664,0.0,468.0566666666667,0.97,0
291,-0.0013397460950608925,40887.388925297055,495.48,38646.74064888893,468.32,0.97,0
292,-0.001402321743638548,0.0,497.58666666666664,0.0,470.3333333333333,0.9733333333333334,0
291,-0.002365476077364892,84337.69533127935,495.56333333333333,79709.53661695514,468.4033333333333,0.97,0
291,-0.0015628739320945083,0.0,494.87333333333333,0.0,467.7133333333333,0.97,0
292,-0.0014330875383664484,118619.22334972552,496.91333333333336,112091.08425166718,469.66,0.9733333333333334,0
290,-0.0013606367440059267,0.0,492.99666666666667,0.0,465.93,0.9666666666666667,0
291,-0.001579446071611647,17253.69964854696,495.55,16309.467369888584,468.39,0.97,0
291,-0.001350154581758165,37802.41281160533,495.24,35734.550126182956,468.08,0.97,0
291,-0.001395563079729113,128091.59108505354,495.5833333333333,121074.40433937231,468.42333333333335,0.97,0
291,-0.0015439897058755672,0.0,495.6566666666667,0.0,468.49666666666667,0.97,0
291,-0.0036719599130637048,24909.62994533921,494.9433333333333,23538.71043978865,467.78333333333336,0.97,0
127,-0.00043748119684654897,574742.6961557013,216.25666666666666,543173.3485306656,204.40333333333334,0.42333333333333334,0
